column,column_nat,column_type,table_list,table_cnt,type,sample_list
android_lte_earfcn,단말 Android LTE EARFCN,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['enhN0oQz8X', 'NabXGhlL4', 'D30AIQlqur6']"
android_lte_mcc,단말 Android LTE MCC,int,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,number,"[0, 1, 7]"
android_lte_mnc,단말 Android LTE MNC,int,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,number,"[0, 2, 7]"
android_lte_pci,단말 Android LTE PCI,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['qEeTqZwPawrY', 'CFFCI0Ckf', 'jdqzp4fN74J']"
android_lte_rsrp,단말 Android LTE RSRP,float,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,number,"[0.065, 0.244, 0.485]"
android_lte_rsrq,단말 Android LTE RSRQ,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['m8Q95GIIIX', '47ISsFUQst', 'lZD07yQk']"
android_lte_rssi,단말 Android LTE RSSI,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['ryEr0r1CL', 'zy7uR1uZUTVE', 'fPKNrv0lfq']"
android_lte_sinr,단말 Android LTE SINR,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['gtIIUdDRum1h', '3qLqJKCl1m', 'gO4iRY9N']"
android_lte_tac,단말 Android LTE TAC,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['RpCWrVr7', 'K53tL7dgp', 'j51hDjCfek']"
android_manufacturer,단말 제조사,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['6XwZeOzeIn', '9COxOBmPeVHw', 'kOJ0qJfboqt9']"
android_mobile_ap_version,단말 Android Mobile AP Version,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['I1wAAMgcB', 'H5AWcKkxir', '7GTnzYty']"
android_mobile_cp_version,단말 Android Mobile CP Version,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['8zmMLFfaL', 'K5bCSkYaT2SU', 'BSqo3tnZRN']"
android_mobile_device_id,단말 Android Mobile Device ID,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['yDMNah14Sq', 'PXH4cHvclhs', 'qbmYCXMb9sJ']"
android_mobile_imsi,단말 Android Mobile IMSI,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['K3C7ZeEh4', 'XGMahO38', '9xratslCzW3']"
android_mobile_line1_number,단말 Android Mobile Line1 Number,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['z4qNlAnDE', 'B0FoPzJmOm2', 'lX63T4Hv']"
android_mobile_phone_type,단말 Android Mobile Phone Type,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['9WrIaoh5sou', '5VRuT4bwsD', 'TamQHdX9O9']"
android_mobile_sp_name,단말 Android Mobile SP Name,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['qxGO3lg4wS', 'KQxAaemfk0R', 'n9lUARrd']"
android_system_battery_temperature_avg,단말 Android System Battery Temperature,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['jaqsPEZs2D', 'xkXmLfKF', 'ES66BtFpqj']"
android_system_battery_temperature_max,단말 Android System Battery Temperature,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['ybkvuWtDdNmQ', 'iezIQoLfs', 'Fqp6kE9PAs']"
android_system_battery_temperature_min,단말 Android System Battery Temperature,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['JumESl6nr', '9vyKNhmstCV', 'mlTBod4AH']"
android_system_cpu_load_rate_avg,단말 Android System CPU Load Rate,float,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,number,"[0.07, 0.2, 0.71]"
android_system_cpu_load_rate_max,단말 Android System CPU Load Rate,float,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,number,"[0.617, 0.826, 0.839]"
android_system_cpu_load_rate_min,단말 Android System CPU Load Rate,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['hsrhZStF', 'ha5CwbRW', 'XlaMu9Dts']"
android_system_ipv4_addr_0,단말 Android System IPv4 Addr0,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['hxEGNXiSQM', '25dB2Clky', 'BjWOSMGsknL7']"
android_system_ipv4_addr_1,단말 Android System IPv4 Addr1,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['WmWZBdoa1xL', 'n7Q7ufCDy', 'QbpmHumgv']"
android_system_ipv4_addr_2,단말 Android System IPv4 Addr2,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['NLlv9M4SzRIo', 'UM6kH0New', 'x0czCzzgSK1t']"
android_system_ipv6_addr_0,단말 Android System IPv6 Addr0,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['jbebjEQkJbF', 'gGWIfm28', '5yzfO5hHmbP']"
android_system_ipv6_addr_1,단말 Android System IPv6 Addr1,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['YjooxE64', 'ey97amQEe', '4IYEE7Wb4R']"
android_system_ipv6_addr_2,단말 Android System IPv6 Addr2,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['oZQ4dC1yb', 'dtHUhlhG9zPQ', 'fGd4ZygqBLn']"
android_system_latitude,단말 Android System Latitude,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['t0YTSDPKoe', 'qog1a4RBhORv', 'aS8i2plJXH']"
android_system_longitude,단말 Android System Longitude,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['4PiGzPnZ9f', 'cwZAPhWK', 'Tzt8LEQkyXe8']"
android_system_lte_tech_rate,단말 Android System LTE Tech Rate ,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['O11CJxU11mtt', '94BEe7RLpB', 'XDSnxuzhB']"
android_system_mcc_at_call_end,단말 Android System MCC at Call End,float,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,number,"[0.2499981, 0.5793487, 0.6301129]"
android_system_mcc_at_call_start,단말 Android System MCC at Call Start,float,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,number,"[0.49, 0.61, 0.86]"
android_system_mnc_at_call_end,단말 Android System MNC at Call End,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['YpE5iJJn', 'dj2vBqoxHL', '8qwxvFnt']"
android_system_mnc_at_call_start,단말 Android System MNC at Call Start,float,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,number,"[0.235823, 0.273832, 0.838982]"
android_system_operator,단말 Android System Operator,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['UyihA1TXbz', 'iOMKNUc4S', 'MMt0yzmV2']"
android_system_phone_model,단말 Android System Phone Model,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['FoGzRLIx9N', 'qzbWPC9e', 'nKl6f4hN9']"
android_system_phone_os_ver,단말 Android System Phone OS Ver,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['OuTVHliVNIKs', 'ReVvUkaUt', 'nDvX31eGkIR']"
android_system_unknown_tech_rate,단말 Android System Unknown Tech Rate ,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['n7JTfFtYGCs', 'D6EqMGh9VNF', '3l6t7U8AX']"
android_wifi_bssid,단말 Android WiFi BSSID,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['2JAze5dqPX', 'jkGABOwaHww', 'oDgwHR6A']"
android_wifi_channel,단말 Android WiFi Channel,int,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,number,"[1, 8, 9]"
android_wifi_frequency,단말 Android WiFi Frequency,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['1MbVGBiUfe', 'IwDYtbva', 'URu0CB3d']"
android_wifi_ip,단말 Android WiFi IP,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['AR7eatzgtu4l', 'tQtwf55Vel', 'x7V0x03u9']"
android_wifi_link_speed,단말 Android WiFi Link Speed,float,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,number,"[0.094, 0.536, 0.976]"
android_wifi_rssi,단말 Android WiFi RSSI,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['nq0Kuk79edW', 'y71uVlhAi', 'w4oCxfwSZ']"
android_wifi_ssid,단말 Android WiFi SSID,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['OzAj8yCy2UIU', 'CMvEcMBbPMNl', 'U6JW942F']"
android_wifi_wifi_rate,단말 Android WiFi WiFi Rate,float,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,number,"[0.035, 0.507, 0.815]"
apn,APN,string,['lte_call_kpi'],1,string,"['AXusS0Vxg', 'zt6FqHBQLU', 'VVLcPJQa']"
app_eui,APP_EUI,string,['ircs_rpt_report_rf'],1,string,"['0c7MR6W6xsC2', 'CRSWkSDheDi', 'CdB4H7Bb']"
app_grp_cd,앱그룹코드,string,['dsmr_app_std_rtt_sum_1d'],1,string,"['EedLYhJO', 'QqMIWQmvgpO', 'm91XHLK8Q']"
app_grp_nm,앱그룹코드명,string,['dsmr_app_std_rtt_sum_1d'],1,string,"['vIT1lWfUTPv', 'XhlF08RO3N3', 'YBNyBBhRFA']"
app_id,앱ID,string,['dsmr_app_std_rtt_sum_1d'],1,string,"['PJse3Syk', 'n0WC6eHc', 'Plc6zQG4tNQ3']"
app_nm,앱ID명,string,['dsmr_app_std_rtt_sum_1d'],1,string,"['ffcfJvYOFWQ', 'kPRjr6Ig', 'NEkdQSHT']"
app_prtcl,앱 Protocol,string,['dsmr_app_std_rtt_sum_1d'],1,string,"['rqcuk7CYzPA', 'RBicEmSCBF', 'AVNvYF7P9t']"
app_use_yn,앱 사용여부,string,['dsmr_app_std_rtt_sum_1d'],1,string,"['Y', 'N']"
application_name,DM Application Name,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['xz89G5VfZTj', 'haZUYRWuJAbu', 'Danp5drOth8']"
approbator,작업승인자,string,"['wm_work_lst_v2', 'wm_work_lst_v2']",2,string,"['b2LOdTjs9', 'wpaKPHLkLF', 'wxK9nbUE3']"
area_hdofc_nm,지역 본부 명,string,['dlmn_fild_oper_team_cd'],1,string,"['fxE6qujYpo', 'WKgnV0Lt', 'QGwueVsx1X']"
area_info,지역정보,string,['cl_enb'],1,string,"['jq3WvMcWo9Sd', 'cqMPi9t0', 'WUQxiEjUmwK']"
area_result,Result Area,string,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,string,"['iy708s0b', 'kWBcfwUpdJ', 'tGCUq4gEln6']"
aril_grd_div_cd,가공지중구분코드,string,"['gis_fclt_tn_falt_bas', 'gis_fclt_tn_falt_bas']",2,string,"['E46x4nnuL', 'eRswSxZIUtiW', 'dEof6r21M']"
arp_aply_yn,ARP적용여부,string,"['cm_eqp_bas', 'cm_eqp_bas']",2,string,"['Y', 'N']"
at_chg_date,자동수변 플래그,string,['cl_enb_ru'],1,string,"['JRX23QdWUKY', 'ubWdhlPoR', '7AbabXMJoM']"
at_chg_flag,1수변대상ERPEMS불일치 2철거대상ERP유EMS무,string,['cl_enb_ru'],1,string,"['Hx2vsQA4', '007Yk7NEY25', 'cCGpp7ofD0']"
attempt,시도호,double,"['s_cdr_enb_1h', 's_cdr_cel_1h']",2,number,"[0.4638, 0.6718, 0.8411]"
attempt_cnt,시도호,double,"['enb_kpi_1m', 'enb_kpi_1m']",2,number,"[0.05604, 0.18555, 0.67641]"
attempt_cnt,시도호,string,"['enb_kpi_5g_1m', 'enb_kpi_5g_1m']",2,string,"['DtOPbJ31p', 'jqjhvwzQ4', 'Q98VUZXddDJ']"
attempt_flag,시도호 여부,string,['lte_call_kpi'],1,string,"['D2kRNKohDf', '1RWFvuHVjIT', 'zS5zsFqhYw']"
audio_recv_mute,음성 수신 묵음호,double,"['s_cdr_enb_1h', 's_cdr_cel_1h']",2,number,"[0.1, 0.4, 0.9]"
audio_send_mute,음성 송신 묵음호,double,"['s_cdr_enb_1h', 's_cdr_cel_1h']",2,number,"[0.08, 0.18, 0.55]"
auth_attempt_flag,인증 시도호 여부,string,['lte_call_kpi'],1,string,"['OycWKJPdOWDJ', 'eeOJ0B3CBHn', 'sYc1MSYPeOD']"
auth_success_flag,인증 성공호 여부,string,['lte_call_kpi'],1,string,"['Aj1oKfoWkTC1', 'mhi1uqUaC', 'L09XxzJemAua']"
authenticationinformation_cause,인증정보,string,['lte_call_kpi'],1,string,"['lNrQTXtG', 'VDtqERxIe7sQ', 'C6ITWUqmZA']"
authenticationinformation_time,인증정보,double,['lte_call_kpi'],1,number,"[0.66, 0.69, 0.9]"
auto_rcov_time,자동 복구 시간,string,['dpfn_om_falt_alm_dts_stc'],1,string,"['GuwPuh6GQ', 'AU1Q3oYmSy', 'qLqmoWAw']"
autocall_scenario_name_result,Result AutoCall Scenario Name,string,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,string,"['HYYb6iYGtOPn', 'FdtV2ntr95Sv', '9EsfgAStGd']"
avg_rtwp_rx_ant_1,AVG_RTWP_RX_ANT_1,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.52750836, 0.56298138, 0.73943661]"
avg_rtwp_rx_ant_10,AVG_RTWP_RX_ANT_10,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.32363797, 0.4619145, 0.87717846]"
avg_rtwp_rx_ant_11,AVG_RTWP_RX_ANT_11,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.2417225, 0.5070747, 0.9536634]"
avg_rtwp_rx_ant_12,AVG_RTWP_RX_ANT_12,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.195, 0.257, 0.471]"
avg_rtwp_rx_ant_13,AVG_RTWP_RX_ANT_13,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.24584, 0.66177, 0.94507]"
avg_rtwp_rx_ant_14,AVG_RTWP_RX_ANT_14,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.303, 0.5689, 0.689]"
avg_rtwp_rx_ant_15,AVG_RTWP_RX_ANT_15,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.42045, 0.47927, 0.58931]"
avg_rtwp_rx_ant_16,AVG_RTWP_RX_ANT_16,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.4396603, 0.5372995, 0.5826517]"
avg_rtwp_rx_ant_17,AVG_RTWP_RX_ANT_17,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.18695354, 0.79905085, 0.93341582]"
avg_rtwp_rx_ant_18,AVG_RTWP_RX_ANT_18,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.388, 0.565, 0.939]"
avg_rtwp_rx_ant_19,AVG_RTWP_RX_ANT_19,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.29904, 0.50126, 0.67717]"
avg_rtwp_rx_ant_2,AVG_RTWP_RX_ANT_2,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.078576, 0.560129, 0.861443]"
avg_rtwp_rx_ant_20,AVG_RTWP_RX_ANT_20,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.08, 0.25, 0.77]"
avg_rtwp_rx_ant_21,AVG_RTWP_RX_ANT_21,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.5, 0.6, 0.8]"
avg_rtwp_rx_ant_22,AVG_RTWP_RX_ANT_22,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.15823, 0.18794, 0.68612]"
avg_rtwp_rx_ant_23,AVG_RTWP_RX_ANT_23,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.5779, 0.9083, 0.9761]"
avg_rtwp_rx_ant_24,AVG_RTWP_RX_ANT_24,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.1, 0.4, 0.9]"
avg_rtwp_rx_ant_3,AVG_RTWP_RX_ANT_3,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.74716, 0.83556, 0.88271]"
avg_rtwp_rx_ant_4,AVG_RTWP_RX_ANT_4,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.6, 0.7, 0.8]"
avg_rtwp_rx_ant_5,AVG_RTWP_RX_ANT_5,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.0901566, 0.4562767, 0.9118696]"
avg_rtwp_rx_ant_6,AVG_RTWP_RX_ANT_6,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.2112607, 0.2830242, 0.3361895]"
avg_rtwp_rx_ant_7,AVG_RTWP_RX_ANT_7,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.3, 0.5, 0.6]"
avg_rtwp_rx_ant_8,AVG_RTWP_RX_ANT_8,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.0, 0.3, 0.8]"
avg_rtwp_rx_ant_9,AVG_RTWP_RX_ANT_9,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.0262, 0.083, 0.8867]"
avg_rtwp_rx_polar_1,AVG_RTWP_RX_POLAR_1,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.001, 0.192, 0.411]"
avg_rtwp_rx_polar_10,AVG_RTWP_RX_POLAR_10,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.380818, 0.828268, 0.849015]"
avg_rtwp_rx_polar_11,AVG_RTWP_RX_POLAR_11,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.27760695, 0.40073833, 0.44518143]"
avg_rtwp_rx_polar_12,AVG_RTWP_RX_POLAR_12,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.002812, 0.011775, 0.251657]"
avg_rtwp_rx_polar_13,AVG_RTWP_RX_POLAR_13,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.009, 0.177, 0.65]"
avg_rtwp_rx_polar_14,AVG_RTWP_RX_POLAR_14,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.0227444, 0.3242737, 0.59227]"
avg_rtwp_rx_polar_15,AVG_RTWP_RX_POLAR_15,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.536, 0.948, 0.956]"
avg_rtwp_rx_polar_16,AVG_RTWP_RX_POLAR_16,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.37041031, 0.63225397, 0.67935799]"
avg_rtwp_rx_polar_2,AVG_RTWP_RX_POLAR_2,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.29, 0.51, 0.67]"
avg_rtwp_rx_polar_3,AVG_RTWP_RX_POLAR_3,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.0, 0.3, 0.8]"
avg_rtwp_rx_polar_4,AVG_RTWP_RX_POLAR_4,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.03748409, 0.55218611, 0.80234128]"
avg_rtwp_rx_polar_5,AVG_RTWP_RX_POLAR_5,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.1744, 0.5775, 0.8068]"
avg_rtwp_rx_polar_6,AVG_RTWP_RX_POLAR_6,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.354, 0.898, 0.936]"
avg_rtwp_rx_polar_7,AVG_RTWP_RX_POLAR_7,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.45, 0.553, 0.563]"
avg_rtwp_rx_polar_8,AVG_RTWP_RX_POLAR_8,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.6388, 0.9329, 0.9453]"
avg_rtwp_rx_polar_9,AVG_RTWP_RX_POLAR_9,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.0446, 0.2099, 0.6609]"
avg_sir_dist_bin_0,AVG_SIR_DIST_BIN_0,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.617622, 0.809032, 0.939835]"
avg_sir_dist_bin_1,AVG_SIR_DIST_BIN_1,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.25887783, 0.46696812, 0.65243399]"
avg_sir_dist_bin_2,AVG_SIR_DIST_BIN_2,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.397, 0.428, 0.948]"
avg_sir_dist_bin_3,AVG_SIR_DIST_BIN_3,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.1815196, 0.2826683, 0.2930595]"
avg_sir_dist_bin_4,AVG_SIR_DIST_BIN_4,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.6, 0.6, 0.9]"
avg_sir_dist_bin_5,AVG_SIR_DIST_BIN_5,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.2453353, 0.5787913, 0.7453287]"
avg_sir_dist_bin_6,AVG_SIR_DIST_BIN_6,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.07026, 0.26049, 0.61906]"
avg_sir_dist_bin_7,AVG_SIR_DIST_BIN_7,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.5127, 0.5199, 0.84959]"
avg_sir_dist_bin_8,AVG_SIR_DIST_BIN_8,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.09, 0.1, 0.68]"
avg_sir_dist_bin_9,AVG_SIR_DIST_BIN_9,double,['dpsn_lte_nsn_enb_pwr_qual_ul_p3_1h'],1,number,"[0.3, 0.7, 0.9]"
b2b_cnt,b2b수,string,"['gis_fclt_tn_falt_bas', 'gis_fclt_tn_falt_bas']",2,string,"['m2RBZcU3', 'sZsTEVwMUPI7', 'Mr9jnQiNmEBX']"
b2b_net_cnt,b2b망수,string,"['gis_fclt_tn_falt_bas', 'gis_fclt_tn_falt_bas']",2,string,"['IbpfXPTbDz1', 'G0kG8LHOI', 'mXOyE6lDFU']"
bal_mode_on_off,Balance Mode ,string,['ircs_rpt_report_rf'],1,string,"['GATirU5h', '3DN2N0oswX5', '9l3wbxUO']"
bal_mode_percep_dtm,Balance Mode ,string,['ircs_rpt_report_rf'],1,date,"[20240315110242, 20220917120942, 20221128150942]"
band_combination_ltekpi,LTE Band Combination,string,['kpi_xcap'],1,string,"['kVXPoDFLYI', 'V6obTl6QiSqC', 'dMd1kavx2IJH']"
band_select,BandSelect,string,['ircs_rpt_report_rf'],1,string,"['mjsOTF0vGD05', 'hN28kzoE', 'yfRsSEv6FI']"
band_select_cdma,BandSelect,string,['ircs_rpt_report_rf'],1,string,"['pmHRO1TEaT', 'vAS6gz9iN', 'aPVGwNQOTP76']"
band_select_cdma2,BandSelect 2,string,['ircs_rpt_report_rf'],1,string,"['pSENazUvWG', 'NOaBvC1utxY', 'Z5GJfKIv']"
